title;artist;top genre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity;country
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign);Megan Thee Stallion;houston rap;2019;99;81;87;-5;21;57;199;0;16;68;US
Hotter Than Hell;Dua Lipa;dance pop;2017;110;87;53;-4;6;53;188;1;9;68;GB
I Don't Mind (feat. Juicy J);Usher;atl hip hop;2014;113;46;87;-8;9;46;252;21;18;68;US
I Hope You Dance;Lee Ann Womack;contemporary country;2000;151;44;39;-10;9;28;295;6;3;68;US
I Wanna Go;Britney Spears;dance pop;2011;130;55;70;-7;33;79;210;0;4;68;US
I Wanna Know;Joe;contemporary r&b;2000;136;49;73;-6;43;60;297;26;4;68;GB
If I Were a Boy;Beyoncé;pop;2008;90;52;63;-6;35;43;249;11;3;68;US
I'm N Luv (Wit a Stripper) (feat. Mike Jones);T-Pain;dance pop;2005;145;37;74;-10;17;47;239;1;8;68;US
I'm Real (feat. Ja Rule) - Murder Remix;Jennifer Lopez;dance pop;2001;83;59;71;-8;7;55;262;27;15;68;US
In My Head;Jason Derulo;dance pop;2010;110;75;76;-4;35;85;199;3;3;68;US
Independent Women Pt. 1;Destiny's Child;dance pop;2001;98;60;73;-4;17;93;221;36;21;68;US
Jealous - Remix;Nick Jonas;dance pop;2015;93;71;68;-4;44;45;222;1;8;68;US
Just You and I;Tom Walker;indie anthem-folk;2019;92;70;57;-5;11;54;175;46;30;68;GB
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack";Christina Aguilera;dance pop;2001;110;80;76;-4;67;65;265;1;5;68;US
Lean Back;Terror Squad;bronx hip hop;2004;95;92;78;-3;7;70;247;11;42;68;US
Let Me Think About It;Ida Corr;scandipop;2013;129;75;76;-3;15;72;152;0;5;68;DK
Let's Go (feat. Ne-Yo);Calvin Harris;dance pop;2012;128;88;71;-3;29;88;233;1;6;68;UNKNOWN
Let's Love;David Guetta;big room;2020;93;87;66;-4;58;35;201;1;3;68;FR
Like You (feat. Ciara);Bow Wow;dance pop;2005;82;60;71;-8;6;50;206;5;9;68;GB
MAMACITA;Black Eyed Peas;dance pop;2020;105;64;89;-7;8;43;249;19;5;68;US
Melawan Restu;Mahalini;indonesian pop;2021;120;34;63;-8;8;30;220;81;3;68;ID
Mountain at My Gates;Foals;alternative dance;2015;104;93;50;-5;25;62;244;0;5;68;GB
My Way (feat. Monty);Fetty Wap;new jersey rap;2015;128;74;75;-3;15;54;213;0;5;68;US
Naughty Girl;Beyoncé;pop;2003;100;47;74;-9;10;64;209;24;9;68;US
Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit;Basshunter;eurodance;2008;148;98;64;-6;9;35;148;2;35;68;SE
One (Your Name) - Radio Edit;Swedish House Mafia;edm;2010;125;67;73;-7;16;64;163;1;3;68;SE
Overnight Celebrity;Twista;chicago rap;2004;134;79;83;-5;28;78;233;18;18;68;US
Read All About It Pt. III;Emeli Sandé;r&b;2012;98;44;63;-7;9;34;284;82;2;68;GB
Red Lights;Tiësto;big room;2014;125;83;65;-5;12;55;262;0;4;68;NL
Reload - Radio Edit;Sebastian Ingrosso;dutch house;2013;128;72;49;-5;6;43;221;7;5;68;SE
Ridin' Solo;Jason Derulo;dance pop;2010;89;83;44;-4;13;58;216;13;15;68;US
Save The World;Swedish House Mafia;edm;2011;127;67;51;-8;8;40;213;1;5;68;SE
Scream;Usher;atl hip hop;2012;128;86;62;-5;18;57;235;0;10;68;US
Sexbomb;Tom Jones;adult standards;1999;123;88;80;-4;10;93;212;14;4;68;UNKNOWN
Smile;Uncle Kracker;country;2009;141;81;54;-4;42;61;202;20;3;68;US
Somethin' Stupid;Robbie Williams;dance rock;2001;106;52;65;-12;17;68;170;43;3;68;GB
Something;Lasgo;belgian dance;2001;140;98;64;-7;11;38;221;3;4;68;BE
Sorry;Beyoncé;pop;2016;130;60;78;-7;25;36;233;0;5;68;US
Started From the Bottom;Drake;canadian hip hop;2013;86;52;79;-8;16;56;174;3;16;68;CA
Suit & Tie (feat. Jay-Z);Justin Timberlake;dance pop;2013;102;60;80;-4;16;36;326;10;22;68;US
Take a Walk;Passion Pit;indie rock;2012;101;76;57;-6;32;45;264;3;4;68;US
Teach Me How to Dougie;Cali Swag District;pop rap;2011;85;44;85;-5;9;51;237;20;14;68;US
The Ketchup Song (Aserejé) - Spanglish Version;Las Ketchup;pop;2002;185;92;61;-7;9;87;214;2;9;68;ES
The Sound;The 1975;modern alternative rock;2016;121;94;65;-5;48;57;249;9;8;68;GB
The Way;Ariana Grande;pop;2013;82;88;65;-3;8;86;227;29;11;68;US
Thrift Shop (feat. Wanz);Macklemore & Ryan Lewis;pop rap;2012;95;53;78;-7;5;66;236;6;29;68;US
Tiimmy Turner;Desiigner;pop rap;2016;123;73;60;-3;8;30;240;17;4;68;US
Toothbrush;DNCE;dance pop;2015;105;79;56;-6;47;83;232;12;13;68;US
Underneath Your Clothes;Shakira;colombian pop;2001;166;60;62;-5;10;36;224;69;4;68;CO
Weak;Larissa Lambert;chill r&b;2021;128;45;62;-9;27;49;159;63;6;68;DE
What's My Name?;Rihanna;barbadian pop;2010;100;79;69;-3;8;58;263;23;7;68;US
When We Stand Together;Nickelback;alternative metal;2011;188;90;45;-4;4;88;191;0;5;68;CA
Where the Party At (feat. Nelly);Jagged Edge;atl hip hop;2001;129;66;60;-6;8;86;233;31;23;68;US
You Don't Know Me (feat. RAYE);Jax Jones;dance pop;2019;124;67;88;-6;32;67;213;16;14;68;US
Young Forever;JAY-Z;east coast hip hop;2009;140;69;64;-3;21;10;254;42;7;68;US
Akhir Tak Bahagia;Misellia;indonesian pop;2021;132;22;54;-11;11;31;186;92;3;67;ID
America;Razorlight;britpop;2006;91;57;45;-5;36;15;250;30;3;67;GB
As I Am (feat. Khalid);Justin Bieber;canadian pop;2021;100;54;60;-8;10;11;174;13;4;67;CA
Beautiful;Akon;dance pop;2008;130;95;74;-4;11;63;313;12;9;67;SN
Berzerk;Eminem;detroit hip hop;2013;95;87;74;-4;26;68;239;2;33;67;US
BIG BANK (feat. 2 Chainz & Big Sean & Nicki Minaj);YG;cali rap;2018;204;35;75;-8;9;11;237;1;33;67;US
Blurry;Puddle Of Mudd;alternative metal;2001;157;94;43;-5;14;50;304;1;6;67;US
Breakaway;Kelly Clarkson;dance pop;2004;160;72;27;-4;11;39;237;4;3;67;US
Breakeven;The Script;celtic rock;2008;94;69;63;-5;8;49;261;14;2;67;IE
C.H.R.I.S.Y.E.;Diskoria;indonesian city pop;2021;118;71;64;-6;26;44;311;16;3;67;ID
Can't Help but Wait;Trey Songz;dance pop;2007;95;70;70;-6;9;61;206;36;7;67;US
Capsize;FRENSHIP;electropop;2016;93;71;68;-6;69;36;238;4;3;67;US
Come on over Baby (All I Want Is You) - Radio Version;Christina Aguilera;dance pop;1999;119;92;83;-3;25;78;203;23;11;67;US
Dirty Little Secret;The All-American Rejects;alternative metal;2005;144;96;47;-4;55;46;194;0;4;67;US
Fight For This Love;Cheryl;dance pop;2009;123;74;74;-6;7;73;223;1;9;67;GB
Final Song;MØ;danish pop;2016;105;67;70;-6;8;25;236;1;3;67;DK
Fire;Kasabian;britpop;2009;117;74;53;-6;12;18;252;9;3;67;GB
Get Right;Jennifer Lopez;dance pop;2005;97;76;74;-5;63;36;226;2;12;67;US
Golden Skans;Klaxons;alternative dance;2007;142;84;46;-3;25;71;165;0;4;67;GB
Heaven;DJ Sammy;eurodance;2002;138;95;57;-6;23;60;234;0;5;67;ES
Hero (feat. Josey Scott);Chad Kroeger;alternative rock;2003;147;84;43;-5;18;30;200;0;4;67;CA
Hide Away;Daya;pop;2016;95;83;88;-4;7;47;191;22;9;67;US
Hideaway;Kiesza;electropop;2014;123;72;84;-4;8;20;252;9;5;67;CA
Hypnotized;Purple Disco Machine;deep house;2020;108;81;69;-5;11;70;196;10;10;67;DE
Hypnotized (feat. Akon);Plies;dirty south rap;2007;117;57;84;-7;41;62;188;16;8;67;US
I Need a Girl (Pt. 1) [feat. Usher & Loon];Diddy;dance pop;2005;89;71;66;-6;21;76;269;40;21;67;US
It's Been Awhile;Staind;alternative metal;2001;117;77;51;-4;14;8;265;0;3;67;US
It's Goin' Down (feat. Nitti);Yung Joc;atl hip hop;2006;84;58;89;-8;13;61;242;10;6;67;US
Keisha & Becky - Remix;Russ Millions;melodic drill;2019;141;47;86;-10;12;64;253;25;48;67;GB
late at night;Roddy Ricch;melodic rap;2021;99;40;64;-11;14;11;175;34;41;67;US
Let It Rock;Kevin Rudolf;pop rap;2008;113;78;61;-4;7;43;231;0;4;67;US
Lights - Single Version;Ellie Goulding;indietronica;2010;120;80;68;-6;13;78;211;3;4;67;GB
Little L;Jamiroquai;dance pop;2001;122;72;88;-5;13;90;295;17;13;67;GB
Lola's Theme - Radio Edit;The Shapeshifters;disco house;2004;124;84;75;-5;13;67;207;0;5;67;GB
Magic (feat. Rivers Cuomo);B.o.B;atl hip hop;2010;82;93;55;-4;35;79;196;1;34;67;US
Melukis Senja;Budi Doremi;indonesian pop;2020;98;37;65;-10;9;36;251;63;2;67;ID
Memories (feat. Kid Cudi);David Guetta;big room;2010;130;90;55;-4;23;47;211;0;23;67;FR
Misery;Maroon 5;pop;2010;103;81;70;-5;22;73;216;0;4;67;US
Miss Independent;Ne-Yo;dance pop;2008;172;67;67;-6;19;73;232;48;14;67;US
Need to Know;Doja Cat;dance pop;2021;130;61;66;-7;9;19;211;30;7;67;US
Never Let You Go;Shouse;aussietronica;2022;127;83;61;-4;8;47;179;5;4;67;UNKNOWN
Never Let You Go - 2008 Remaster;Third Eye Blind;alternative metal;1999;114;94;73;-5;11;97;237;8;4;67;US
No Letting Go;Wayne Wonder;dancehall;2003;100;82;50;-6;18;32;202;5;4;67;US
Not Over You;Gavin DeGraw;neo mellow;2011;142;89;63;-5;18;36;219;26;5;67;US
One;Mary J. Blige;dance pop;2005;186;87;34;-3;13;27;260;8;8;67;US
Ordinary People;John Legend;neo soul;2005;67;13;47;-14;9;36;281;93;8;67;US
Outnumbered;Dermot Kennedy;folk-pop;2019;157;68;61;-6;10;26;246;25;16;67;IE
Patience;Take That;boy band;2006;176;78;31;-4;12;37;202;14;4;67;GB
Post Malone (feat. RANI);Sam Feldt;edm;2019;107;64;59;-4;11;65;174;8;12;67;NL
Powerglide (feat. Juicy J) - From SR3MM;Rae Sremmurd;melodic rap;2018;174;83;71;-5;12;58;332;2;15;67;US
Rake It Up (feat. Nicki Minaj);Yo Gotti;dirty south rap;2017;150;44;91;-8;14;53;276;2;34;67;US
Release Me;Agnes;swedish electropop;2009;128;92;62;-3;11;72;256;1;3;67;SE
Satisfaction - Isak Original Extended;Benny Benassi;edm;2003;130;70;79;-4;7;34;286;16;10;67;IT
Say Hey (I Love You) (feat. Cherine Tanya Anderson);Michael Franti & Spearhead;reggae fusion;2008;93;98;74;-4;18;96;236;4;9;67;IT
She's So Lovely;Scouting For Girls;talent show;2007;167;86;50;-3;5;62;224;6;6;67;GB
Silhouettes - Original Radio Edit;Avicii;edm;2012;128;80;61;-6;12;84;212;16;5;67;SE
"Slow Down - 12"" Version";Bobby V.;contemporary r&b;2005;186;73;57;-5;40;63;259;18;10;67;UNKNOWN
Solar Power;Lorde;art pop;2021;88;48;73;-9;31;88;193;24;9;67;NZ
Somebody;Natalie La Rose;viral trap;2014;105;52;83;-9;7;74;190;0;4;67;UNKNOWN
Stuck Like Glue;Sugarland;contemporary country;2010;84;80;70;-5;5;84;248;33;6;67;US
t r a n s p a r e n t s o u l feat. Travis Barker;WILLOW;afrofuturism;2021;90;83;39;-5;16;19;168;0;6;67;US
Take Me Back to London (feat. Stormzy);Ed Sheeran;pop;2019;138;76;89;-6;16;61;190;22;22;67;GB
Take You There;Sean Kingston;dance pop;2008;115;92;75;-4;26;63;237;2;7;67;JM
That's the Way It Is;Céline Dion;canadian pop;1999;93;89;63;-5;12;58;241;15;4;67;CA
The Man Who Can't Be Moved;The Script;celtic rock;2008;100;63;61;-5;10;31;241;43;3;67;IE
The Riddle;Gigi D'Agostino;eurodance;1999;127;88;74;-7;8;83;285;2;4;67;IT
Thotiana;Blueface;cali rap;2018;104;38;91;-13;11;39;129;18;27;67;US
Till the World Ends;Britney Spears;dance pop;2011;132;71;69;-6;20;45;238;2;7;67;US
Tonight (I'm Fuckin' You);Enrique Iglesias;dance pop;2010;126;89;65;-4;12;32;232;3;5;67;ES
Trumpets;Jason Derulo;dance pop;2013;82;70;63;-5;10;64;217;56;24;67;US
Turn Me On (feat. Nicki Minaj);David Guetta;big room;2012;128;79;70;-2;57;41;200;5;6;67;FR
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)";Donell Jones;contemporary r&b;1999;103;54;85;-6;4;87;244;4;8;67;US
Warwick Avenue;Duffy;british soul;2008;170;59;49;-6;12;50;226;34;4;67;GB
Way down We Go;KALEO;icelandic indie;2015;82;58;59;-6;8;26;220;61;5;67;IS
We Made You;Eminem;detroit hip hop;2009;114;85;92;-1;13;67;270;11;8;67;US
White Walls (feat. ScHoolboy Q & Hollis);Macklemore & Ryan Lewis;pop rap;2012;116;78;77;-6;34;84;220;5;14;67;US
Who Let The Dogs Out;Baha Men;bahamian pop;2000;129;89;87;-5;15;78;198;6;10;67;BS
Wish You Were Mine - Radio Edit;Philip George;house;2014;123;83;65;-4;10;41;178;1;3;67;GB
X (feat. Maluma & Ozuna) - Remix;Nicky Jam;latin hip hop;2018;180;70;66;-5;8;74;236;6;10;67;US
XO;Beyoncé;pop;2014;170;79;47;-9;31;22;216;16;26;67;US
You Don't Know My Name;Alicia Keys;neo soul;2003;167;66;26;-8;34;25;367;59;19;67;US
You Give Me Something;James Morrison;neo mellow;2006;80;69;56;-6;9;58;213;22;11;67;UNKNOWN
Your Song - Bonus Track;Ellie Goulding;indietronica;2010;134;20;55;-12;14;40;192;94;3;67;GB
24K Magic;Bruno Mars;dance pop;2016;107;80;82;-4;15;63;226;3;8;66;US
34+35 Remix (feat. Doja Cat & Megan Thee Stallion) - Remix;Ariana Grande;pop;2021;110;66;88;-6;23;73;182;21;30;66;US
6 Foot 7 Foot;Lil Wayne;hip hop;2011;79;75;37;-5;32;60;249;0;30;66;US
Ain't No Other Man;Christina Aguilera;dance pop;2006;128;74;86;-5;10;51;229;0;22;66;US
All Good Things (Come To An End);Nelly Furtado;canadian latin;2006;101;65;66;-8;11;39;311;25;3;66;CA
Animal;Neon Trees;modern rock;2010;148;83;48;-6;38;74;212;0;4;66;US
Back To Sleep;Chris Brown;r&b;2015;93;65;65;-5;9;72;201;4;24;66;US
Bananza (Belly Dancer);Akon;dance pop;2005;105;70;88;-6;74;69;238;3;13;66;SN
Bed;J. Holiday;contemporary r&b;2007;128;61;68;-7;6;72;275;17;5;66;US
Belum Siap Kehilangan;Stevan Pasaribu;indonesian pop;2020;144;56;48;-6;9;20;288;66;3;66;ID
Black Horse And The Cherry Tree;KT Tunstall;ectofolk;2005;105;79;75;-8;34;92;172;33;6;66;GB
Body Party;Ciara;dance pop;2013;134;58;58;-6;60;12;234;1;6;66;UNKNOWN
Bootylicious;Destiny's Child;dance pop;2001;103;84;84;-4;15;64;208;0;28;66;US
Bring Em Out;T.I.;atl hip hop;2004;99;89;76;-3;14;59;217;3;26;66;US
Caught Up;Usher;atl hip hop;2004;110;81;82;-5;12;81;225;3;6;66;US
Deja Vu (feat. Jay-Z);Beyoncé;pop;2007;105;75;64;-5;7;36;240;1;34;66;US
Do It To It;Cherish;atl hip hop;2006;74;67;83;-6;50;79;226;1;17;66;US
Don't Be so Shy - Filatov & Karas Remix;Imany;french indie pop;2015;120;90;77;-6;39;91;191;5;6;66;FR
Don't Mind;Kent Jones;miami hip hop;2016;159;77;46;-5;6;69;198;2;34;66;US
Flex (Ooh Ooh Ooh);Rich Homie Quan;atl hip hop;2015;82;61;73;-8;19;89;177;4;5;66;US
Fuck It (I Don't Want You Back);Eamon;r&b/soul;2004;69;65;83;-6;4;57;225;21;7;66;US
Glamorous;Fergie;dance pop;2006;131;76;81;-6;10;56;247;30;23;66;US
Gold Dust - Radio Edit;DJ Fresh;dancefloor dnb;2010;177;95;45;-1;39;30;192;26;15;66;GB
Good Girls Go Bad (feat. Leighton Meester);Cobra Starship;neon pop punk;2009;120;87;59;-4;55;63;196;1;8;66;US
Good People;Jack Johnson;neo mellow;2005;176;59;72;-6;9;92;209;20;3;66;UNKNOWN
Grind With Me;Pretty Ricky;dirty south rap;2005;137;54;70;-6;11;19;238;0;5;66;UNKNOWN
HandClap;Fitz and The Tantrums;la indie;2016;140;84;64;-3;8;72;193;1;4;66;US
Heartbeat Song;Kelly Clarkson;dance pop;2015;149;80;49;-4;6;48;199;1;5;66;US
Heartbreak Warfare;John Mayer;neo mellow;2009;97;55;62;-8;30;31;270;19;2;66;US
Here;Alessia Cara;canadian contemporary r&b;2016;120;82;38;-4;8;33;199;8;10;66;CA
I Hate This Part;The Pussycat Dolls;dance pop;2008;112;61;76;-4;27;45;218;7;3;66;US
I Like It;Enrique Iglesias;dance pop;2010;129;94;65;-3;6;73;231;2;9;66;ES
I Will Follow You into the Dark;Death Cab for Cutie;alternative rock;2005;78;16;58;-15;12;48;189;92;4;66;US
I Won't Let You Go;James Morrison;neo mellow;2011;106;61;54;-6;15;16;229;23;3;66;UNKNOWN
Incomplete;Sisqo;contemporary r&b;1999;119;44;75;-8;14;27;274;28;8;66;US
It Feels So Good;Sonique;dance;2000;135;68;63;-7;13;56;241;1;3;66;GB
Jai Ho! (You Are My Destiny);A.R. Rahman;filmi;2009;136;94;66;-4;8;88;222;5;6;66;IN
Laffy Taffy;D4L;atl hip hop;2005;77;44;89;-8;9;62;224;4;43;66;US
Left Outside Alone;Anastacia;metal;2004;103;75;66;-4;9;33;257;7;3;66;US
Like a Boy;Ciara;dance pop;2006;132;72;70;-6;9;43;237;27;14;66;UNKNOWN
Like Glue;Sean Paul;dance pop;2022;98;78;76;-5;11;59;233;8;32;66;JM
Lisztomania;Phoenix;alternative dance;2009;98;79;64;-7;53;31;242;3;4;66;GB
Love Lockdown;Kanye West;chicago rap;2008;120;52;76;-8;11;11;270;5;3;66;US
Luxurious;Gwen Stefani;dance pop;2004;131;73;81;-4;12;67;265;15;8;66;US
Money On My Mind;Sam Smith;pop;2014;134;84;69;-5;23;74;193;20;18;66;US
No Brainer;DJ Khaled;hip hop;2018;136;76;55;-5;9;64;260;7;34;66;DZ
Old Thing Back (feat. Ja Rule and Ralph Tresvant);Matoma;pop dance;2015;97;86;81;-3;26;52;322;19;11;66;NO
Pound The Alarm;Nicki Minaj;hip pop;2012;125;86;73;-4;2;59;206;4;6;66;US
Pretty Girl Rock;Keri Hilson;dance pop;2010;160;87;67;-5;9;90;244;20;25;66;US
Put It On Me;Ja Rule;dance pop;2000;93;79;83;-5;5;79;263;0;17;66;UNKNOWN
Russian Roulette;Rihanna;barbadian pop;2009;80;49;48;-6;11;27;228;5;4;66;US
Sexy Can I;Ray J;pop rap;2008;172;69;57;-6;62;93;204;30;32;66;GB
Shackles (Praise You);Mary Mary;gospel;2000;100;83;78;-3;9;80;198;3;16;66;US
Slow Motion;JUVENILE;bounce;2003;173;73;71;-5;7;89;248;55;33;66;US
STARSTRUKK (feat. Katy Perry);3OH!3;electropowerpop;2009;140;81;61;-6;23;23;203;0;6;66;US
Stay The Night - Featuring Hayley Williams Of Paramore;Zedd;complextro;2014;128;74;60;-3;9;46;217;11;4;66;DE
Still Fly;Big Tymers;crunk;2002;178;61;68;-4;34;56;336;3;16;66;US
Superstar (feat. Matthew Santos);Lupe Fiasco;chicago rap;2007;95;82;57;-6;36;47;289;21;36;66;US
Take A Picture;Filter;alternative metal;1999;99;78;54;-8;18;28;364;0;3;66;UNKNOWN
Tears Dry On Their Own;Amy Winehouse;british soul;2006;122;87;64;-3;29;45;185;49;12;66;GB
The Tide Is High - Radio Mix;Atomic Kitten;candy pop;2002;104;65;78;-4;7;67;206;2;3;66;GB
Touch Me (Radio Edit) [feat. Cassandra];Rui Da Silva;house;2001;129;92;46;-8;5;70;213;12;6;66;FR
Trick Me;Kelis;dance pop;2003;107;72;97;-3;33;96;206;4;15;66;US
Turn Up the Music;Chris Brown;r&b;2012;130;84;59;-6;16;64;228;0;10;66;US
U Don't Have to Call;Usher;atl hip hop;2001;100;57;79;-5;3;81;269;5;5;66;US
Ugly Heart;G.R.L.;girl group;2014;125;79;65;-5;32;45;198;2;5;66;UNKNOWN
Watch Me (Whip / Nae Nae);Silentó;chicago bop;2015;140;76;82;-9;32;96;185;25;12;66;US
We No Speak Americano (Edit);Yolanda Be Cool;australian dance;2020;125;81;90;-5;9;75;157;7;5;66;AU
What You Know;T.I.;atl hip hop;2006;73;81;55;-4;17;33;274;2;3;66;US
Whole Again;Atomic Kitten;candy pop;2001;94;71;75;-5;17;57;185;8;4;66;GB
Wiggle (feat. Snoop Dogg);Jason Derulo;dance pop;2013;82;62;70;-7;16;72;193;8;25;66;US
You Know I'm No Good;Amy Winehouse;british soul;2006;103;81;71;-4;7;73;257;1;3;66;GB
All For You;Janet Jackson;dance pop;2001;114;93;75;-3;13;73;330;2;7;65;US
All Rise;Blue;boy band;2001;98;74;72;-3;17;93;224;12;3;65;US
Angels;The xx;downtempo;2012;92;16;42;-18;10;34;172;95;4;65;GB
Antisocial (with Travis Scott);Ed Sheeran;pop;2019;152;82;72;-5;36;91;162;13;5;65;GB
Beg for You (feat. Rina Sawayama);Charli XCX;art pop;2022;128;95;79;-5;12;47;168;22;6;65;UNKNOWN
Boasty (feat. Idris Elba);Wiley;grime;2019;103;77;89;-5;9;46;177;1;7;65;GB
Boyfriend;Justin Bieber;canadian pop;2012;97;55;72;-6;13;33;171;4;5;65;CA
Breathe Me;Sia;australian dance;2004;120;64;55;-7;11;21;273;4;3;65;AU
Can't Let You Go (feat. Mike Shorey & Lil' Mo);Fabolous;gangster rap;2003;192;60;65;-7;8;81;224;23;46;65;US
Cool Girl;Tove Lo;metropopolis;2016;102;69;67;-7;8;20;199;31;11;65;SE
Dancing On My Own;Robyn;dance pop;2010;117;86;67;-5;9;28;286;6;3;65;SE
Desert Rose;Sting;permanent wave;1999;112;66;59;-8;11;15;286;1;3;65;UNKNOWN
Die A Happy Man;Thomas Rhett;contemporary country;2015;166;39;60;-9;12;40;227;42;3;65;US
Don't Be so Hard on Yourself;Jess Glynne;pop;2015;120;82;57;-3;16;66;211;6;3;65;GB
Don't Phunk With My Heart;Black Eyed Peas;dance pop;2005;131;93;69;-3;55;60;240;1;6;65;US
Don't Wake Me Up;Chris Brown;r&b;2012;128;69;60;-5;14;21;222;5;5;65;US
Don't Wanna Go Home;Jason Derulo;dance pop;2011;122;81;67;-5;13;64;206;2;7;65;US
Fergalicious;Fergie;dance pop;2006;129;58;91;-8;13;83;292;6;32;65;US
Galvanize;The Chemical Brothers;alternative dance;2005;104;71;75;-4;36;37;394;1;8;65;GB
German;EO;afroswing;2018;103;58;86;-6;19;85;171;81;7;65;JP
Get It Shawty;Lloyd;r&b;2007;128;91;82;-4;5;67;210;12;24;65;GB
Ghost;Ella Henderson;dance pop;2014;105;84;68;-4;14;47;213;5;4;65;GB
Good Grief;Bastille;metropopolis;2016;120;76;73;-5;31;88;206;15;7;65;GB
Hella Good;No Doubt;dance pop;2001;115;67;77;-4;9;84;243;1;3;65;US
Hey Daddy (Daddy's Home);Usher;atl hip hop;2010;96;70;59;-4;11;35;224;0;3;65;US
Hey Mama;Black Eyed Peas;dance pop;2003;100;88;87;-6;60;94;215;11;24;65;US
Holy Grail;JAY-Z;east coast hip hop;2013;145;53;68;-7;26;16;338;6;8;65;US
How Low;Ludacris;atl hip hop;2010;144;50;79;-7;22;42;202;0;5;65;US
I Follow Rivers - The Magician Remix;Lykke Li;art pop;2021;122;70;79;-6;8;30;280;2;4;65;SE
I Luv Your Girl;The-Dream;dirty south rap;2007;90;32;72;-10;12;4;268;1;3;65;GB
I Predict A Riot;Kaiser Chiefs;modern rock;2005;159;98;40;-3;12;41;233;2;8;65;GB
I'm Outta Love - Radio Edit;Anastacia;pop;1999;119;72;76;-6;8;65;245;40;6;65;US
In Your Eyes;Kylie Minogue;australian dance;2001;124;89;69;-6;7;71;198;13;7;65;AU
It's Gonna Be Me;*NSYNC;boy band;2000;165;87;64;-5;6;88;191;5;8;65;US
Joker And The Thief;Wolfmother;alternative rock;2006;156;80;26;-2;41;47;280;2;5;65;AU
Let Me Hold You (feat. Omarion);Bow Wow;dance pop;2005;152;66;82;-8;9;61;248;9;20;65;GB
Lose My Breath;Destiny's Child;dance pop;2004;119;90;81;-6;10;55;242;1;6;65;US
Lost Without U;Robin Thicke;dance pop;2006;113;35;66;-12;11;82;254;23;12;65;US
Make Me Feel;Janelle Monáe;afrofuturism;2018;115;41;86;-7;33;70;194;13;18;65;US
Meant to Live;Switchfoot;ccm;2003;152;90;40;-5;36;56;201;1;5;65;US
Motivation;Kelly Rowland;atl hip hop;2011;141;67;74;-6;11;27;231;19;4;65;US
Mundian To Bach Ke;Panjabi MC;bhangra;2003;98;85;78;-7;14;91;246;30;4;65;GB
My My My;Armand Van Helden;big beat;2005;128;73;65;-8;4;74;182;1;25;65;UNKNOWN
Na Na;Trey Songz;dance pop;2015;97;48;67;-6;10;24;232;33;4;65;US
Never Be Like You;Flume;australian dance;2016;120;59;54;-4;14;27;235;45;5;65;AU
"Never Leave You (Uh Oooh,  Uh Oooh);Lumidee;hip pop;2003;200;66;81;-6;8;78;185;4;36;65;US",""
Peaches & Cream;112;atl hip hop;2001;204;52;68;-6;5;77;193;0;33;65;US
Rehab;Amy Winehouse;british soul;2006;72;87;43;-3;40;73;214;5;7;65;GB
RITMO (Bad Boys For Life);Black Eyed Peas;dance pop;2020;105;72;73;-7;73;67;215;3;6;65;US
Rockin' That Shit;The-Dream;dirty south rap;2009;78;62;67;-5;36;63;222;12;4;65;GB
Same Love (feat. Mary Lambert);Macklemore & Ryan Lewis;pop rap;2012;85;47;69;-9;10;30;319;72;17;65;US
Sexual;NEIKED;scandipop;2016;108;57;80;-8;7;84;189;7;7;65;SE
So Gone;Monica;contemporary r&b;2003;82;55;62;-7;25;59;243;18;10;65;US
So Good;B.o.B;atl hip hop;2012;86;90;66;-5;22;59;213;4;14;65;US
Sunshine (feat. Lea);Lil' Flip;crunk;2004;94;39;81;-10;13;79;225;2;9;65;US
Swimming Pools (Drank) - Extended Version;Kendrick Lamar;conscious hip hop;2012;74;49;72;-8;60;26;314;12;40;65;US
test drive;Ariana Grande;pop;2021;115;71;70;-5;12;32;122;3;5;65;US
The Game of Love (feat. Michelle Branch) - Main / Radio Mix;Santana;blues rock;2002;120;93;59;-3;6;67;254;7;5;65;US
The Only Exception;Paramore;candy pop;2009;138;56;45;-7;14;21;268;14;3;65;US
The Seed (2.0);The Roots;conscious hip hop;2002;111;96;76;-2;13;97;268;4;4;65;US
This Love;Maroon 5;pop;2002;95;86;71;-5;9;81;206;5;4;65;US
Underneath It All;No Doubt;dance pop;2001;138;73;73;-5;39;84;303;24;7;65;US
Want U Back;Cher Lloyd;dance pop;2011;98;89;70;-3;47;57;214;7;8;65;GB
We Be Burnin';Sean Paul;dance pop;2005;117;80;95;-4;7;86;213;14;15;65;JM
We'll Be Coming Back (feat. Example);Calvin Harris;dance pop;2012;128;95;60;-4;60;57;234;0;9;65;UNKNOWN
What a Girl Wants;Christina Aguilera;dance pop;1999;142;82;75;-7;35;82;216;7;11;65;US
World of Our Own;Westlife;boy band;2001;97;77;71;-5;6;92;211;2;3;65;IE
Air Force Ones;Nelly;dance pop;2002;164;46;78;-10;8;62;304;8;32;64;US
Animals - Radio Edit;Martin Garrix;dutch edm;2013;128;91;60;-5;7;4;176;0;4;64;NL
